Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Abuja,Detached duplex,Nikee Properties,"Katampe, Abuja",7,8,,,450000000
Abuja,Detached duplex,Tochez Properties,"Asokoro District, Abuja",8,,,,1200000000
Abuja,Flat,Tochez Properties,"Jahi, Abuja",3,,,,600000000
Abuja,Terraced duplex,Lighthouse Property Managers,"Wuse 2, Abuja",4,5,5,5,350000000
Abuja,Detached duplex,Lighthouse Property Managers,"Mabushi, Abuja",5,11,11,15,400000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Detached duplex,Lighthouse Property Managers,"Katampe Extension, Katampe, Abuja",4,5,5,6,250000000
Abuja,Detached duplex,Lighthouse Property Managers,"Apo District By Cedercrest Hospital, Apo, Abuja",5,6,6,6,120000000
Abuja,Detached duplex,Lighthouse Property Managers,"Katampe Extension, Katampe, Abuja",6,7,7,10,300000000
Abuja,Detached duplex,Lighthouse Property Managers,"Katampe, Abuja",6,7,7,7,350000000
Abuja,Detached duplex,Lighthouse Property Managers,"Maitama District, Abuja",6,7,7,10,700000000
Abuja,Terraced duplex,Oma's Delight Realty,"By Coza, Guzape District, Abuja",6,6,7,9,650000000
Abuja,Terraced duplex,Pharaoh Properties,"Bilaad Realty, Life Camp, Abuja",4,4,5,,140000000
Abuja,Flat,Pivotal Toptrust Resources Ltd,"Maitama District, Abuja",4,5,5,3,300000000
Abuja,Detached duplex,Mike Dike Providence Ventures Ltd,"Efab Metropolis, Life Camp, Abuja",6,5,6,800,170000000
Abuja,Terraced duplex,Kuan Ng Ltd,"Opposite Gaduwa Estate Gate Axis, Gaduwa, Abuja",4,4,5,,55000000
Abuja,Detached duplex,Kuan Ng Ltd,"Vip Estate, Gaduwa, Abuja",5,5,5,750,85000000
Abuja,Detached duplex,Mike Dike Providence Ventures Ltd,"Aso Villa, Maitama District, Abuja",7,7,8,10,800000000
Abuja,Bungalow,Arc and g ,"Verizon, Karsana, Abuja",3,3,4,5,55000000
Abuja,Terraced duplex,Brimvenatius Properties Nigeria Limited,"Off Aminu Kano Crescent, Fcda Estate, Wuse 2, Abuja",4,4,5,5,245000000
Abuja,Terraced duplex,Clinton Ebinama & Co,"Mamman Vatsa Writer's Estate, Maitama 2, Maitama District, Abuja",4,5,5,,70000000
Abuja,Detached duplex,Innerworkings,"Garden Estate, Lugbe District, Abuja",4,4,5,5,57000000
Abuja,Terraced duplex,Halyf Realty Home,"Paradise Estate, Life Camp, Abuja",3,4,4,5,35000000
Abuja,Detached duplex,Momich International Ventures,"Zone 6, Wuse, Abuja",9,,,,250000000
Abuja,Terraced duplex,Obiora Adobeze Consulting,"Ochacho Estate, Life Camp, Abuja",3,4,4,,49500000
Abuja,Detached duplex,The Plethora Estatelia Ltd,"Gaduwa, Abuja",5,5,6,,200000000
Abuja,Terraced duplex,Ecogrove Realty,"Wuse 2, Abuja",4,4,5,4,363027864
Abuja,Terraced duplex,Solaris Realtors/ Lectronetng,"Opposite Citec Estate, Close To Peachville, Dakibiyu, Abuja",4,4,5,2,60000000
Abuja,Terraced duplex,Solaris Realtors/ Lectronetng,"Karmo, Abuja",3,3,4,3,55000000
Abuja,Terraced duplex,Pivotal Toptrust Resources Ltd,"Wuse2, Wuse 2, Abuja",4,4,5,,400000000
Abuja,Terraced duplex,Real Estate With Onome,"Guzape District, Abuja",4,5,5,2,110000000
Abuja,Detached duplex,Heftyhomes.ng,"Airport Junction, Jabi, Abuja",5,5,6,4,150000000
Abuja,Semi Bungalow,,"Gwarinpa, Abuja",4,4,5,,120000000
Abuja,Detached duplex,Nikee Properties,"Maitama 2, Maitama District, Abuja",5,6,7,,470000000
Abuja,Semi duplex,Nikee Properties,"Maitama 2, Maitama District, Abuja",4,5,6,,360000000
Abuja,Terraced duplex,Nikee Properties,"Maitama 2, Maitama District, Abuja",4,5,6,,250000000
Abuja,Flat,Solaris Realtors/ Lectronetng,"Lento Aluminium, Jabi, Abuja",3,3,3,2,35000000
Abuja,House for sale,Pivotal Toptrust Resources Ltd,"Maitama District, Abuja",20,20,32,3000,8600000000
Abuja,Detached duplex,Quid And Stones Ltd,"Katampe Extension, Katampe, Abuja",5,5,6,2,350000000
Abuja,Bungalow,Emma Larwani&ass.,"Gwarinpa, Abuja",3,4,,,37000000
Abuja,Detached duplex,Beacon Corporate Realty Limited,"River Park Estate, Lugbe District, Abuja",4,5,5,5,165000000
Abuja,Terraced duplex,Propstreet Facilitators,"After Games Village, Kaura, Abuja",4,4,5,3,80000000
Abuja,Terraced duplex,Propstreet Facilitators,"Guzape District, Abuja",4,4,5,3,100000000
Abuja,Terraced duplex,Bluehedge Realtors,"Palm Heights Estate, Lugbe District, Abuja",4,4,5,3,40000000
Abuja,Detached duplex,Sellong,"Guzape District, Abuja",8,9,9,10,800000000
Abuja,Terraced duplex,Yaz Global Technology Limited,"Jahi, Abuja",5,,,,185000000
Abuja,Detached duplex,Yaz Global Technology Limited,"Guzape District, Abuja",7,,,,1000000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Terraced duplex,Yaz Global Technology Limited,"Wuse 2, Abuja",4,,,,340000000
Abuja,Semi duplex,Yaz Global Technology Limited,"Kado, Abuja",4,,,,250000000
Abuja,Terraced duplex,Yaz Global Technology Limited,"Maitama District, Abuja",4,,,,420000000
Abuja,Terraced duplex,Yaz Global Technology Limited,"Cosgrove Estate, Wuye, Abuja",4,,,,165000000
Abuja,Detached duplex,[email?ÿprotected],"Basic Estate, Lokogoma District, Abuja",4,4,5,6,80000000
Abuja,Detached duplex,Leapinglead Services,"By Dodoma Filling Station, Lokogoma District, Abuja",6,6,7,8,42000000
Abuja,Detached duplex,Leapinglead Services,"Directly Behind Suncity Estate, Tarred Roads, Galadimawa, Abuja",5,5,6,6,35000000
Abuja,Terraced duplex,Bluehedge Realtors,"Gaduwa, Abuja",5,5,6,5,90000000
Abuja,Semi duplex,Bluehedge Realtors,"Arab Road, Kubwa, Abuja",5,5,6,4,75000000
Abuja,Detached duplex,Bluehedge Realtors,"Asokoro District, Abuja",7,8,9,6,700000000
Abuja,Flat,Lettyglobalrealtors,"Airport Road, Dunamis Glory Dome, Lugbe District, Abuja",5,4,6,6,35000000
Abuja,Semi Bungalow,Bluehedge Realtors,"Kurudu, Abuja",2,2,3,8,40000000
Abuja,Terraced duplex,Realtorada Properties,"Jabi, Abuja",4,4,5,,250000000
Abuja,Terraced duplex,Terkuma Zasha,"Dape, Abuja",4,4,5,3,95000000
Abuja,Flat,Terkuma Zasha,"Life Camp, Abuja",3,3,4,2,57000000
Abuja,Detached duplex,Dazzle Pearl Homes,"Guzape District, Abuja",6,6,7,4,500000000
Abuja,Detached duplex,Realtorada Properties,"Life Camp, Abuja",5,5,6,,320000000
Abuja,Flat,Clinton Ebinama & Co,"FHA (F.H.A), Lugbe District, Abuja",4,5,5,1000,75000000
Abuja,Detached duplex,Clinton Ebinama & Co,"Guzape District, Abuja",5,6,6,,260000000
Abuja,Terraced duplex,Clinton Ebinama & Co,"Guzape District, Abuja",5,6,6,,150000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Terraced duplex,Soltech Limited,"Life Camp, Abuja",4,4,5,3,65000000
Abuja,Flat,Bridan Global Integrated Resources Ltd,"Life Camp, Abuja",3,3,4,,58000000
Abuja,Terraced duplex,Dittoholaris Limited,"Gwarinpa, Abuja",4,5,5,,80000000
Abuja,Flat,Property Plug,"Idu Industrial, Abuja",4,5,,,75000000
Abuja,Detached duplex,Property Plug,"Idu Industrial, Abuja",4,5,,,55000000
Abuja,Terraced duplex,Bluehedge Realtors,"Close To Gilmor Construction Yard, Jahi, Abuja",4,4,5,5,160000000
Abuja,Bungalow,Bluehedge Realtors,"Efab Queen Estate, Gwarinpa, Abuja",3,4,5,6,85000000
Abuja,Flat,Bluehedge Realtors,"Life Camp, Abuja",3,3,4,3,60000000
Abuja,Bungalow,Bluehedge Realtors,"Bmuko, Kubwa, Abuja",3,3,3,10,20000000
Abuja,Semi duplex,Nikee Properties,"Asokoro District, Abuja",5,6,,,280000000
Abuja,Detached duplex,Nikee Properties,"Guzape District, Abuja",5,6,,,530000000
Abuja,Terraced duplex,Bluehedge Realtors,"By Brick City Estate, Kubwa, Abuja",3,3,4,3,35500000
Abuja,Detached duplex,Bluehedge Realtors,"Naf Valley Estate, Asokoro District, Abuja",5,8,9,8,350000000
Abuja,Terraced duplex,Nikee Properties,"Lake View, Jabi, Abuja",5,6,,,350000000
Abuja,Terraced duplex,Nikee Properties,"Lake View, Jabi, Abuja",4,5,,,250000000
Abuja,Detached duplex,Doda Properties Ltd,"Gwarinpa, Abuja",4,4,4,4,125000000
Abuja,Flat,Doda Properties Ltd,"Gwarinpa, Abuja",3,3,4,8,58000000
Abuja,Bungalow,Sell Fast Group,"New Site Estate, FHA (F.H.A), Lugbe District, Abuja",3,5,4,4,48000000
Abuja,Flat,Sell Fast Group,"Grandeur Estate, Pyakasa Airport Road, Pyakasa, Lugbe District, Abuja",3,4,4,6,54999999
Abuja,Detached duplex,Innerworkings,"Asokoro District, Abuja",8,8,9,8,2800000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Semi duplex,Innerworkings,"Mabushi, Abuja",5,5,6,4,230000000
Abuja,Terraced duplex,Innerworkings,"Asokoro District, Abuja",4,4,5,3,280000000
Abuja,Detached duplex,Innerworkings,"Godab Estate, Life Camp, Abuja",4,4,5,5,225000000
Abuja,Terraced duplex,Innerworkings,"Jabi, Abuja",4,4,5,3,155000000
Abuja,Terraced duplex,Bridan Global Integrated Resources Ltd,"Suncity, Galadimawa, Abuja",3,3,4,,45000000
Abuja,Detached duplex,Shepherds Legal Practitioners,"Naf Valley Estate, Asokoro District, Abuja",5,5,6,10,200000000
Abuja,Semi duplex,Shepherds Legal Practitioners,"Naf Valley Estate, Asokoro District, Abuja",3,4,4,6,70000000
Abuja,Terraced duplex,Shepherds Legal Practitioners,"Admiralty Estate, Asokoro District, Abuja",2,2,3,2,60000000
Abuja,Semi duplex,Shepherds Legal Practitioners,"Admiralty Estate, Asokoro District, Abuja",4,4,5,8,120000000
Abuja,Terraced duplex,,"Karu, Abuja",4,,,,65000000
Abuja,Detached duplex,Wapel Nigeria Limited,"Lokogoma District, Abuja",4,,,,68000000
Abuja,Detached duplex,Abuja accomodation,"Dakwo, Abuja",4,5,5,5,65000000
Abuja,Detached duplex,Lexxon Nigeria,"Main, Asokoro District, Abuja",7,8,,,1990000000
Abuja,Semi duplex,Wegetdeals,"Setraco, Mabushi, Abuja",3,4,4,4,80000000
Abuja,Detached duplex,Brimvenatius Properties Nigeria Limited,"Paradise Inn Home, Via Godab Estate, Through Aco Estate, Life Camp, Abuja",5,5,6,10,150000000
Abuja,Terraced duplex,Brimvenatius Properties Nigeria Limited,"Guzape District, Abuja",5,5,6,5,2800000000
Abuja,Detached duplex,Brimvenatius Properties Nigeria Limited,"Diplomatic Zone, Katampe, Abuja",4,4,5,6,950000000
Abuja,Detached duplex,Pebville Nig Ltd.,"Dakwo, Galadimawa, Abuja",4,5,,,90000000
Abuja,Detached duplex,Terkuma Zasha,"Apo, Abuja",6,6,7,5,150000000
Abuja,Terraced duplex,Terkuma Zasha,"Apo, Abuja",4,4,5,3,85000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Detached duplex,Terkuma Zasha,"Near Aso Villa, Asokoro District, Abuja",5,5,6,6,360000000
Abuja,Semi duplex,Terkuma Zasha,"Karmo, Abuja",4,4,5,4,70000000
Abuja,Bungalow,Emma Larwani&ass.,"Gwarinpa, Abuja",4,3,5,650,70000000
Abuja,Semi Bungalow,Wegetdeals,"Trademore Estate By Von Junction, Sabon Lugbe, Lugbe District, Abuja",1,1,2,2,7000000
Abuja,Detached duplex,Brimvenatius Properties Nigeria Limited,"Off Aminu Kano Crescent, Wuse 2, Abuja",8,8,9,10,950000000
Abuja,Flat,Dala Property,"Jahi, Abuja",2,,,,580000000
Abuja,Terraced duplex,Dala Property,"Apo, Abuja",4,,,,80000000
Abuja,Flat,Bridan Global Integrated Resources Ltd,"Mabushi, Abuja",3,3,4,,57000000
Abuja,Flat,Demark Integrated Projects Limited,"Arab Road, Behind Liberty Hotel, Kubwa, Abuja",3,3,4,1,1250000000
Abuja,Flat,Easyway Global Services,"Jabi Roundabout, Jabi, Abuja",3,4,,,3500000000
Abuja,Flat,Easyway Global Services,"Kuje, Abuja",3,,,,22000000000
Abuja,Terraced duplex,Jes Unique,"Life Camp, Abuja",4,4,5,,50000000
Abuja,Detached duplex,Nikee Properties,"Jabi, Abuja",5,6,,,120000000
Abuja,Terraced duplex,Rico Classified Signature Ltd,"Guzape Main, Guzape District, Abuja",4,4,5,3,75000000
Abuja,Terraced duplex,Realtorada Properties,"Jahi, Abuja",4,4,5,,100000000
Abuja,Flat,Rennie Properties,"6th & 9th Avenue, Mabushi, Abuja",3,,,,55000000
Abuja,Detached duplex,Abuja accomodation,"Jahi District, Jahi, Abuja",5,5,6,,60000000
Abuja,Flat,Bridan Global Integrated,"Mabushi, Abuja",3,3,4,,45000000
Abuja,Detached duplex,Tonado Blueprint Ng Limited,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",6,8,8,1700,800000000
Abuja,Semi duplex,Nigeria Dreamhome Investment,"Ochacho Estate Along Turkey Hospital, Idu Industrial, Abuja",5,5,7,,115000000
Abuja,Flat,Jes Unique,"Riverpark Estate, Lugbe District, Abuja",,,,,300000000
Abuja,Detached duplex,Coldfire Creative,"Katampe Extension, Katampe, Abuja",7,7,8,5,400000000
Abuja,Detached duplex,Tonado Blueprint Ng Limited,"Karsana, Gwarinpa, Abuja",7,8,8,,240000000
Abuja,Detached duplex,Lexxon Nigeria,"Main Maitama, Maitama District, Abuja",9,10,,,1500000000
Abuja,Terraced duplex,Hillfuxe Realty,"Guzape District, Abuja",5,5,6,,250000000
Abuja,Terraced duplex,Hillfuxe Realty,"Guzape District, Abuja",4,4,5,,150000000
Abuja,Terraced duplex,Dala Property,"Wuye, Abuja",5,,,,85000000
Abuja,Detached duplex,Ingens Premier,"Dawaki, Gwarinpa, Abuja",6,6,7,8,95000000
Abuja,Bungalow,Leapinglead Services,"Lokogoma District, Abuja",2,2,3,3,25000000
Abuja,Semi duplex,Bridan Global Integrated Resources Ltd,"Life Camp, Abuja",4,4,5,,75000000
Abuja,Semi duplex,Citygate Homes Ltd,"Citygate Homes, Games Village, Kaura, Abuja",5,5,6,,125000000
Abuja,Bungalow,Leapinglead Services,"By City View Estate, Dakwo, Abuja",3,3,4,5,47000000
Abuja,Flat,Leapinglead Services,"By Urban Shelter, Lokogoma District, Abuja",3,3,4,3,32000000
Abuja,Terraced duplex,Tunmibi Properties Ventures,"Life Camp, Abuja",7,7,7,,7000000000
Abuja,Detached duplex,Hakeemsanusi Adeshina,"Guzape District, Abuja",5,6,6,5,250000000
Abuja,Terraced duplex,Wegetdeals,"Opposite Suncity Estate And Behind Voyage International School, Kaura, Abuja",4,4,5,3,47000000
Abuja,Detached duplex,Hopeling-m Network Real Estate Ltd,"Maitama District, Abuja",5,5,6,10,700000000
Abuja,Semi duplex,Dittoholaris Limited,"Life Camp, Abuja",4,5,5,,75000000
Abuja,Flat,Mercihome Properties,"Jahi, Abuja",4,5,5,3,95000000
Abuja,Terraced duplex,Obiora Adobeze Consulting,"Mabushi, Abuja",4,5,5,,125000000
Abuja,Detached duplex,Knight Angels Realties Ltd,"Gwarinpa, Abuja",7,7,8,7,550000000
Abuja,Terraced duplex,Ecogrove Realty,"Wuse 2, Abuja",4,4,5,4,363027864
Abuja,Detached duplex,Knight Angels Realties Ltd,"Gwarinpa, Abuja",7,7,8,10,550000000
Abuja,Terraced duplex,Paulsco World Connect,"Behind Coza Church, Guzape District, Abuja",4,4,5,4,75000000
Abuja,Terraced duplex,Realtorada Properties,"Katampe Extension, Katampe, Abuja",4,4,5,,170000000
Abuja,Detached duplex,Nikee Properties,"Mabushi, Abuja",6,7,,,1490000000
Abuja,Detached duplex,Tochez Properties,"Katampe Extension, Katampe, Abuja",5,,,,380000000
Abuja,Semi duplex,Obiora Adobeze Consulting,"Godab Estate, Life Camp, Abuja",4,5,5,,75000000
Abuja,Terraced duplex,Jes Unique,"Apo Resettlement, Apo, Abuja",8,,,,100000000
Abuja,Bungalow,Lettyglobalrealtors,"Galadimawa, Abuja",3,3,4,6,40000000
Abuja,Bungalow,Leadspecialrealtor,"Lokogoma District, Abuja",4,4,5,6,35000000
Abuja,Detached duplex,Loyalty Homes Limited,"Gwarinpa, Abuja",5,5,5,,350000000
Abuja,Detached duplex,Loyalty Homes Limited,"Wuse 2, Abuja",5,5,5,,350000000
Abuja,Detached duplex,Loyalty Homes Limited,"Guzape District, Abuja",6,6,6,,600000000
Abuja,Detached duplex,Valington Homes And Properties Ltd,"Leisure Court 2 Phase 1, Off Airport Road, Sabon Lugbe, Lugbe District, Abuja",4,5,5,4,70000000
Abuja,Semi duplex,Mathadex,"Life Camp, Abuja",4,4,5,4,75000000
Abuja,Terraced duplex,Coldfire Creative,"Brains And Hammers Estate, Dape, Abuja",4,4,5,4,120000000
Abuja,Detached duplex,Coldfire Creative,"Opposite Naf Center, Kado, Abuja",4,4,5,7,250000000
Abuja,Bungalow,Coldfire Creative,"Aso Bus Stop, Lugbe District, Abuja",3,3,4,4,30000000
Abuja,Detached duplex,Innerworkings,"Apo Resettlement, Apo, Abuja",6,6,7,4,280000000
Abuja,Terraced duplex,Soltech Limited,"After Godab Estate, Life Camp, Abuja",4,4,5,6,75000000
Abuja,Detached duplex,Nigeria Dreamhome Investment,"Spar Market, Life Camp, Abuja",4,4,5,,170000000
Abuja,Detached duplex,Ecogrove Realty,"Guzape District, Abuja",10,14,14,10,3200000000
Abuja,Terraced duplex,Innerworkings,"By Stella Marris, Life Camp, Abuja",5,5,6,3,110000000
Abuja,Semi duplex,Mirrors Exlcusive Ltd,"Hommes Estate, Galadimawa, Abuja",3,3,4,4,100000000
Abuja,Semi duplex,Mirrors Exlcusive Ltd,"Life Camp, Abuja",4,4,5,4,60000000
Abuja,Detached duplex,Mirrors Exlcusive Ltd,"Katampe Extension, Katampe, Abuja",5,5,6,5,220000000
Abuja,Bungalow,Leapinglead Services,"By Ebeano Junction, Lokogoma District, Abuja",3,3,4,6,37000000
Abuja,Detached duplex,Nikee Properties,"Mabushi, Abuja",5,6,,,700000000
Abuja,Flat,,"Jahi, Abuja",5,5,5,2,150000000
Abuja,Semi duplex,Lettyglobalrealtors,"Aminu Kanu Crescent, Wuse 2, Abuja",5,5,6,5,350000000
Abuja,Bungalow,Lettyglobalrealtors,"Gudu, Abuja",4,4,5,6,70000000
Abuja,Terraced duplex,Ace & Brisk Integrated Limited,"Off Gilmor Road, Jahi, Abuja",5,6,6,3,130000000
Abuja,Terraced duplex,Ace & Brisk Integrated Limited,"By A. A Rano Filling Station, Apo, Abuja",4,5,5,3,240000000
Abuja,Terraced duplex,Obiora Adobeze Consulting,"Wuse 2, Abuja",5,6,,,280000000
Abuja,Terraced duplex,Mr Val Properties Limited,"Brains And Hammers City Estate, Life Camp, Abuja",3,3,3,4,33000000
Abuja,Terraced duplex,Mr Val Properties Limited,"Jahi District, Jahi, Abuja",4,4,5,5,55000000
Abuja,Terraced duplex,Jide Taiwo And Co.,"Whitegate Court Estate, Jabi, Gwarinpa, Abuja",4,,,,120000000
Abuja,Detached duplex,Coldfire Creative,"Opposite Naf Center, Kado, Abuja",8,8,10,14,500000000
Abuja,Flat,Jiya S N & Partners (estate Surveyors And Partners),"River Park Estate, Lugbe District, Abuja",3,3,4,,35000000
Abuja,Detached duplex,Oma's Delight Realty,"Guzape District, Abuja",5,5,6,10,600000000
Abuja,Detached duplex,Leapinglead Services,"Suncity Estate, Galadimawa, Abuja",4,4,5,7,168000000
Abuja,Terraced duplex,Idiege Titus Real Estate Services,"Gilmore, Jahi, Abuja",5,5,6,2,90000000
Abuja,Flat,Jes Unique,"Riverpark Estate, Lugbe District, Abuja",,,,,300000000
Abuja,Bungalow,Arc and g ,"Efab Verizon Estate, Karsana, Abuja",3,3,4,4,35000000
Abuja,Terraced duplex,Nikok Negotiate Ltd.,"Katampe, Abuja",4,4,5,,95000000
Abuja,Semi duplex,Oma's Delight Realty,"Guzape District, Abuja",5,5,6,8,150000000
Abuja,Terraced duplex,Laa Realty Co. Ltd,"By Ministers Quarters, Life Camp, Abuja",3,4,4,,75000000
Abuja,Detached duplex,Sell Fast Group,"Havilla Estate, Opposite Glory Dome (dunamis), Airport Road, Lugbe District, Abuja",4,5,5,4,49999999
Abuja,Terraced duplex,D' I-brose Properties Limited,"Life Camp, Abuja",4,,,,130000000
Abuja,Detached duplex,D' I-brose Properties Limited,"Guzape, Guzape District, Abuja",7,1500,,,900000000
Abuja,Detached duplex,Oma's Delight Realty,"Guzape District, Abuja",5,5,6,12,390000000
Abuja,Terraced duplex,D' I-brose Properties Limited,"Jahi, Abuja",4,5,,,95000000
Abuja,Detached duplex,Superlative Homes & Properties Company,"Garki, Abuja",8,,,,400000000
Abuja,Terraced duplex,Superlative Homes & Properties Company,"Jabi, Abuja",4,5,,,153000000
Abuja,Semi duplex,Superlative Homes & Properties Company,"By Citec, Mbora (Nbora), Abuja",3,3,4,4,70000000
Abuja,Flat,Notre Dame Real Estates Limited,"Madonna Villa, Jabi, Abuja",4,5,5,,60000000
Abuja,Detached duplex,Jonela Concept,"Garam By Duben Polytechnic, Kuduru, Bwari, Abuja",4,4,4,,15000000
Abuja,Semi Bungalow,Adkan Services Nigeria Limited,"Vintage Estate, Karu, Abuja",2,2,3,2,16500000
Abuja,Bungalow,Adkan Services Nigeria Limited,"Vintage Estate, Karu, Abuja",3,3,4,3,19000000
Abuja,Terraced duplex,Terkuma Zasha,"Guzape District, Abuja",4,4,5,3,150000000
Abuja,Terraced duplex,Terkuma Zasha,"Gilmore, Jahi, Abuja",4,4,5,3,90000000
Abuja,Detached duplex,Terkuma Zasha,"Aco Estate, Life Camp, Abuja",4,4,5,10,250000000
Abuja,Flat,Terkuma Zasha,"Sambo Avenue, Mbora (Nbora), Abuja",2,2,3,2,35000000
Abuja,Terraced duplex,Ecogrove Realty,"Wuse 2, Abuja",4,4,5,4,363027864
Abuja,Bungalow,Kerantol Ventures,"Ushafa, Bwari, Abuja",4,,,,9500000
Abuja,Detached duplex,Hillfuxe Realty,"Andikan Estate, Gwarinpa, Abuja",5,5,6,,200000000
Abuja,Terraced duplex,,"Guzape District, Abuja",5,5,6,2,250000000
Abuja,Detached duplex,Tochez Properties,"Katampe Extension, Katampe, Abuja",5,,,,500000000
Abuja,Detached duplex,My Golden Properties,"Gwarinpa, Abuja",7,7,8,,550000000
Abuja,Flat,Properties Navigators Nigeria Limited,"Diplomatic Zone, Jahi, Abuja",2,3,3,3,590000000
Abuja,Detached duplex,Nikee Properties,"Maitama District, Abuja",6,7,,,900000000
Abuja,Terraced duplex,Properties Navigators Nigeria Limited,"Life Camp, Abuja",3,4,4,4,78000000
Abuja,Detached duplex,Arinze Onovo Consulting,"Apo District, Apo, Abuja",4,7,5,8,175000000
Abuja,Terraced duplex,Laa Realty Co. Ltd,"By Gilmoore, Jahi, Abuja",5,6,6,,110000000
Abuja,Detached duplex,Leapinglead Services,"Apo Resettlement, Apo, Abuja",4,4,5,6,172000000
Abuja,Flat,Leapinglead Services,"By Gilmore, Jahi, Abuja",2,16,24,20,580000000
Abuja,Terraced duplex,Innerworkings,"Mabushi, Abuja",4,4,5,2,120000000
Abuja,Semi duplex,Leapinglead Services,"Promenade Estate, Lokogoma District, Abuja",4,4,5,3,42000000
Abuja,Semi Bungalow,Dessy4naijaproperties,"Palm Heights Estate Phase 4, Lugbe District, Abuja",3,4,,,23000000
Abuja,Terraced duplex,Nikok Negotiate Ltd.,"Life Camp, Abuja",3,3,4,,75000000
Abuja,Detached duplex,Nich?ª Properties,"Galadimawa, Abuja",4,4,5,,190000000
Abuja,Detached duplex,Sell Fast Group,"Sunshine Estate, Lokogoma District, Abuja",5,7,7,10,81000000
Abuja,Terraced duplex,Beacon Corporate Realty Limited,"Katampe Extension, Katampe, Abuja",4,5,5,,170000000
Abuja,Detached duplex,Beacon Corporate Realty Limited,"Gwarinpa, Abuja",7,8,8,,550000000
Abuja,Flat,Jes Unique,"Riverpark Estate, Lugbe District, Abuja",,,,,300000000
Abuja,Detached duplex,Beacon Corporate Realty Limited,"Idu Industrial, Abuja",4,5,5,,65000000
Abuja,Terraced duplex,Full-scale Development Company Ltd,"Mabushi, Abuja",4,4,5,,110000000
Abuja,Terraced duplex,Full-scale Development Company Ltd,"Life Camp, Abuja",4,4,5,,94000000
